gbifID,institutionCode,collectionCode,basisOfRecord,eventDate,year,month,day,decimalLatitude,decimalLongitude,kingdom,phylum,class,order,family,genus,species,gbifRegion,publishedByGbifRegion,level0Gid,level0Name,level1Name,level2Name,iucnRedListCategory
919435034,MSU,MR,PRESERVED_SPECIMEN,8/1/62,1962,8,1,5.96667,8.7,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,,AFRICA,NORTH_AMERICA,NGA,Nigeria,Cross River,Ikom,NE
919421186,MSU,MR,PRESERVED_SPECIMEN,8/1/62,1962,8,1,5.96667,8.7,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,,AFRICA,NORTH_AMERICA,NGA,Nigeria,Cross River,Ikom,NE
919418210,MSU,MR,PRESERVED_SPECIMEN,1955-03,1955,3,,6.53333,9.26667,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Potamochoerus,Potamochoerus porcus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Cross River,Obanliku,LC
899951395,iNaturalist,Observations,HUMAN_OBSERVATION,3/17/14,2014,3,17,6.441158,3.417977,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Taphozous,Taphozous mauritianus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Lagos,Eti-Osa,LC
891742400,iNaturalist,Observations,HUMAN_OBSERVATION,4/3/13,2013,4,3,8.422145,4.452652,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Eidolon,Eidolon helvum,AFRICA,NORTH_AMERICA,NGA,Nigeria,Kwara,Asa,NT
891140751,iNaturalist,Observations,HUMAN_OBSERVATION,2013-02-14T14:02,2013,2,14,10.315055,12.883601,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Eidolon,Eidolon helvum,AFRICA,NORTH_AMERICA,NGA,Nigeria,Adamawa,Hong,NT
865748214,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/18/77,1977,4,18,6.17531,7.01218,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,,AFRICA,EUROPE,NGA,Nigeria,Anambra,Njikoka,NE
865748213,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/18/77,1977,4,18,6.17531,7.01218,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,,AFRICA,EUROPE,NGA,Nigeria,Anambra,Njikoka,NE
865748209,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/18/77,1977,4,18,6.17531,7.01218,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,,AFRICA,EUROPE,NGA,Nigeria,Anambra,Njikoka,NE
865748160,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,9/25/77,1977,9,25,10.5231,7.4403,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbilliscus,Gerbilliscus kempii,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Kaduna South,LC
865744827,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,9/19/75,1975,9,19,10.9833,8.7,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus leucogaster,AFRICA,EUROPE,NGA,Nigeria,Kano,Doguwa,LC
865744826,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,9/12/75,1975,9,12,10.9833,8.7,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Scotoecus,Scotoecus hirundo,AFRICA,EUROPE,NGA,Nigeria,Kano,Doguwa,LC
865744822,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,9/19/75,1975,9,19,10.9833,8.7,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus leucogaster,AFRICA,EUROPE,NGA,Nigeria,Kano,Doguwa,LC
865744819,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,9/19/75,1975,9,19,10.9833,8.7,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus leucogaster,AFRICA,EUROPE,NGA,Nigeria,Kano,Doguwa,LC
865741607,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/23/77,1977,4,23,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,Praomys tullbergi,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,LC
865741606,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/23/77,1977,4,23,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,Praomys tullbergi,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,LC
865741605,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/26/77,1977,4,26,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865741603,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/26/77,1977,4,26,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,Praomys tullbergi,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,LC
865741598,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/27/77,1977,4,27,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865741597,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/26/77,1977,4,26,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865741596,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/22/77,1977,4,22,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,NE
865741595,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/23/77,1977,4,23,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,Praomys tullbergi,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,LC
865741593,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/27/77,1977,4,27,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865741589,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/23/77,1977,4,23,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,NE
865741587,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/28/77,1977,4,28,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865739278,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,,,,,9.22,8.72,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,,AFRICA,EUROPE,NGA,Nigeria,Plateau,Bokkos,NE
865734444,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/22/77,1977,4,22,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,
865734441,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/22/77,1977,4,22,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,
865734437,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/17/77,1977,4,17,6.17531,7.01218,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,,AFRICA,EUROPE,NGA,Nigeria,Anambra,Njikoka,
865734435,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/22/77,1977,4,22,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,
865734429,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/17/77,1977,4,17,6.17531,7.01218,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,,AFRICA,EUROPE,NGA,Nigeria,Anambra,Njikoka,
865728852,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/29/77,1977,4,29,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728842,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,2/23/79,1979,2,23,6.1786,7.1875,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Anambra,Orumba North,NE
865728841,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/29/77,1977,4,29,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728840,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/28/77,1977,4,28,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728839,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/29/77,1977,4,29,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728838,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,1/22/78,1978,1,22,9.35,9.45,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Plateau,Kanke,NE
865728837,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/29/77,1977,4,29,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728836,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/28/77,1977,4,28,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728835,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/29/77,1977,4,29,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728834,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/29/77,1977,4,29,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728833,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/29/77,1977,4,29,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728832,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/22/77,1977,4,22,6.1786,7.1875,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Anambra,Orumba North,NE
865728831,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/22/77,1977,4,22,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,NE
865728830,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/21/77,1977,4,21,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,NE
865728829,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/21/77,1977,4,21,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,NE
865728828,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/23/77,1977,4,23,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,NE
865728827,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/21/77,1977,4,21,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,NE
865728826,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/28/77,1977,4,28,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728825,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/23/77,1977,4,23,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,NE
865728824,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/23/77,1977,4,23,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,NE
865728823,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/21/77,1977,4,21,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,NE
865728822,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,8/19/77,1977,8,19,9.32762,9.43652,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Plateau,Kanke,NE
865728821,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/21/77,1977,4,21,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,NE
865728820,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/22/77,1977,4,22,6.1786,7.1875,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Anambra,Orumba North,NE
865728819,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/21/77,1977,4,21,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,NE
865728818,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/19/77,1977,4,19,6.1786,7.1875,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Anambra,Orumba North,NE
865728817,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,8/19/77,1977,8,19,9.32762,9.43652,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Plateau,Kanke,NE
865728816,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,8/18/77,1977,8,18,9.32762,9.43652,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Plateau,Kanke,NE
865728815,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,8/10/77,1977,8,10,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,NE
865728814,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,8/19/77,1977,8,19,9.32762,9.43652,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Plateau,Kanke,NE
865728813,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,8/19/77,1977,8,19,9.32762,9.43652,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Plateau,Kanke,NE
865728812,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,8/19/77,1977,8,19,9.32762,9.43652,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Plateau,Kanke,NE
865728811,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,8/19/77,1977,8,19,9.32762,9.43652,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Plateau,Kanke,NE
865728810,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,8/9/77,1977,8,9,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,NE
865728809,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,8/10/77,1977,8,10,9.22,8.72,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Plateau,Bokkos,NE
865728808,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,8/18/77,1977,8,18,9.32762,9.43652,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Plateau,Kanke,NE
865728807,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/29/77,1977,4,29,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728806,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,10/7/77,1977,10,7,6.1786,7.1875,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Anambra,Orumba North,NE
865728805,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/29/77,1977,4,29,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728804,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/29/77,1977,4,29,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728803,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/29/77,1977,4,29,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728802,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/29/77,1977,4,29,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728801,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,8/9/77,1977,8,9,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,NE
865728800,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/29/77,1977,4,29,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728799,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/29/77,1977,4,29,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728798,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/29/77,1977,4,29,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728797,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,8/9/77,1977,8,9,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,NE
865728796,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,9/23/77,1977,9,23,10.5231,7.4403,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Kaduna South,NE
865728795,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/29/77,1977,4,29,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728794,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,4/29/77,1977,4,29,9.7833,8.2833,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Zangon Kataf,NE
865728793,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,10/7/77,1977,10,7,6.1786,7.1875,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Anambra,Orumba North,NE
865728792,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,9/23/77,1977,9,23,10.5231,7.4403,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Kaduna South,NE
865728791,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,9/22/77,1977,9,22,10.5231,7.4403,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Kaduna South,NE
865728790,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,10/4/77,1977,10,4,6.1786,7.1875,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Anambra,Orumba North,NE
865728789,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,10/5/77,1977,10,5,6.1786,7.1875,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Anambra,Orumba North,NE
865728788,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,10/5/77,1977,10,5,6.1786,7.1875,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Anambra,Orumba North,NE
865728787,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,9/22/77,1977,9,22,10.5231,7.4403,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Kaduna South,NE
865728786,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,9/23/77,1977,9,23,10.5231,7.4403,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Kaduna South,NE
865728785,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,9/22/77,1977,9,22,10.5231,7.4403,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Kaduna South,NE
865728784,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,9/22/77,1977,9,22,10.5231,7.4403,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Kaduna South,NE
865728783,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,9/22/77,1977,9,22,10.5231,7.4403,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Kaduna South,NE
865728782,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,8/28/77,1977,8,28,11.67263,10.1909,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Bauchi,Katagum,NE
865728781,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,9/15/77,1977,9,15,6.83,7.38,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Enugu,Nsukka,NE
865728780,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,2/22/78,1978,2,22,8.84072,7.8764,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Nasarawa,Keffi,NE
865728779,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,9/22/77,1977,9,22,10.5231,7.4403,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Kaduna South,NE
865728778,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,9/7/77,1977,9,7,6.1786,7.1875,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Anambra,Orumba North,NE
865728777,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,8/28/77,1977,8,28,11.67263,10.1909,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Bauchi,Katagum,NE
865728776,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,9/7/77,1977,9,7,6.1786,7.1875,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Anambra,Orumba North,NE
865728775,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,2/22/78,1978,2,22,8.84072,7.8764,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Nasarawa,Keffi,NE
865728774,MHNG,"Mammals housed at MHNG, Geneva",PRESERVED_SPECIMEN,8/19/77,1977,8,19,9.32762,9.43652,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,AFRICA,EUROPE,NGA,Nigeria,Plateau,Kanke,NE
