gbifID,institutionCode,collectionCode,basisOfRecord,eventDate,year,month,day,decimalLatitude,decimalLongitude,kingdom,phylum,class,order,family,genus,species,gbifRegion,publishedByGbifRegion,level0Gid,level0Name,level1Name,level2Name,iucnRedListCategory
3772865429,iNaturalist,Observations,HUMAN_OBSERVATION,2022-05-06T17:31:27,2022,5,6,9.606071,10.406489,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,Kobus ellipsiprymnus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Bauchi,Alkaleri,NT
3772594332,iNaturalist,Observations,HUMAN_OBSERVATION,2020-03-11T10:29:46,2020,3,11,9.835098,10.381805,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,AFRICA,NORTH_AMERICA,NGA,Nigeria,Bauchi,Alkaleri,EN
3764757950,NHMUK,ZOO,PRESERVED_SPECIMEN,,,,,10.7,7.5167,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Heliosciurus,Heliosciurus gambianus,AFRICA,EUROPE,NGA,Nigeria,Kaduna,Igabi,
3764342245,iNaturalist,Observations,HUMAN_OBSERVATION,2022-04-27T14:37:55,2022,4,27,9.754235,10.509432,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus,Phacochoerus africanus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Bauchi,Alkaleri,
3764096846,iNaturalist,Observations,HUMAN_OBSERVATION,2022-03-21T13:29,2022,3,21,7.782671,4.541814,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,AFRICA,NORTH_AMERICA,NGA,Nigeria,Osun,Olorunda,NT
3746993371,iNaturalist,Observations,HUMAN_OBSERVATION,2021-03-10T13:09:45,2021,3,10,7.751444,4.550604,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,AFRICA,NORTH_AMERICA,NGA,Nigeria,Osun,Osogbo,NT
3698402377,iNaturalist,Observations,HUMAN_OBSERVATION,2021-09-09T14:02:46,2021,9,9,7.488872,5.224228,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,Tragelaphus scriptus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Ekiti,Ikere,LC
3698181558,iNaturalist,Observations,HUMAN_OBSERVATION,2022-02-12T07:54:04,2022,2,12,6.501964,3.37902,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus tantalus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Lagos,Mainland,LC
3469202310,DMNS,Mamm,PRESERVED_SPECIMEN,1/20/20,2020,1,20,9.081999,8.675276,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,Cercocebus torquatus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Nasarawa,Wamba,EN
3469016975,iNaturalist,Observations,HUMAN_OBSERVATION,2022-02-06T06:54:01Z,2022,2,6,9.760727,10.50975,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus,Phacochoerus africanus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Bauchi,Alkaleri,
3468855131,iNaturalist,Observations,HUMAN_OBSERVATION,2022-02-08T06:11:12Z,2022,2,8,9.755035,10.509997,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,Papio anubis,AFRICA,NORTH_AMERICA,NGA,Nigeria,Bauchi,Alkaleri,LC
3466155461,iNaturalist,Observations,HUMAN_OBSERVATION,2022-01-25T21:04Z,2022,1,25,6.618691,3.611649,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Lagos,Ikorodu,NE
3456754022,iNaturalist,Observations,HUMAN_OBSERVATION,2021-06-03T12:46:40,2021,6,3,7.456265,5.433233,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Philantomba,Philantomba walteri,AFRICA,NORTH_AMERICA,NGA,Nigeria,Ekiti,Ise/Orun,DD
3456728535,iNaturalist,Observations,HUMAN_OBSERVATION,2022-01-07T09:20:26Z,2022,1,7,5.534325,5.825659,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Afronycteris,Afronycteris nanus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Delta,Udu,NE
3456643348,iNaturalist,Observations,HUMAN_OBSERVATION,2021-12-12T07:11:24,2021,12,12,6.289443,8.880392,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Atherurus,Atherurus africanus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Cross River,Boki,LC
3456462161,iNaturalist,Observations,HUMAN_OBSERVATION,2021-09-29T15:20:56Z,2021,9,29,9.041851,8.675277,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerus,Xerus erythropus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Nasarawa,Wamba,NE
3455965165,iNaturalist,Observations,HUMAN_OBSERVATION,2021-04-26T18:38:52,2021,4,26,4.678572,6.682304,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Crossarchus,Crossarchus platycephalus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Rivers,Akuku-Toru,LC
3455819304,iNaturalist,Observations,HUMAN_OBSERVATION,2021-11-18T18:18:44,2021,11,18,6.221221,8.910259,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,Mandrillus leucophaeus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Cross River,Boki,EN
3455598468,iNaturalist,Observations,HUMAN_OBSERVATION,2019-07-27T11:05:06,2019,7,27,6.42772,7.241023,Animalia,Chordata,Mammalia,Primates,Lorisidae,Perodicticus,Perodicticus edwardsi,AFRICA,NORTH_AMERICA,NGA,Nigeria,Enugu,Ezeagu,LC
3455274857,iNaturalist,Observations,HUMAN_OBSERVATION,2020-11-29T14:29:04,2020,11,29,6.854964,4.384763,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,Loxodonta cyclotis,AFRICA,NORTH_AMERICA,NGA,Nigeria,Ogun,Ijebu East,CR
3415638164,iNaturalist,Observations,HUMAN_OBSERVATION,2021-11-08T14:41:04,2021,11,8,9.877692,10.48873,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,AFRICA,NORTH_AMERICA,NGA,Nigeria,Bauchi,Alkaleri,EN
3391715934,iNaturalist,Observations,HUMAN_OBSERVATION,2021-07-06T18:06,2021,7,6,7.100005,4.841694,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Civettictis,Civettictis civetta,AFRICA,NORTH_AMERICA,NGA,Nigeria,Osun,Atakumosa East,LC
3391362895,iNaturalist,Observations,HUMAN_OBSERVATION,2021-08-03T18:07,2021,8,3,7.473981,5.737881,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus,Phacochoerus africanus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Ondo,Akoko South-West,LC
3384130390,iNaturalist,Observations,HUMAN_OBSERVATION,2021-08-16T12:13:05Z,2021,8,16,6.524346,3.379206,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,AFRICA,NORTH_AMERICA,NGA,Nigeria,Lagos,Mainland,NT
3355302539,iNaturalist,Observations,HUMAN_OBSERVATION,2021-09-09T14:00:33,2021,9,9,7.488872,5.224228,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,Atelerix albiventris,AFRICA,NORTH_AMERICA,NGA,Nigeria,Ekiti,Ikere,LC
3351838534,,,PRESERVED_SPECIMEN,,,,,6.23,5.31,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,AFRICA,EUROPE,NGA,Nigeria,Edo,Ovia South-West,NT
3351835453,,,PRESERVED_SPECIMEN,,,,,6.22,5.24,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,AFRICA,EUROPE,NGA,Nigeria,Edo,Ovia South-West,NT
3351833656,,,PRESERVED_SPECIMEN,,,,,6.22,5.29,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,AFRICA,EUROPE,NGA,Nigeria,Edo,Ovia South-West,NT
3351772424,,,PRESERVED_SPECIMEN,,,,,5.22,8.26,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,AFRICA,EUROPE,NGA,Nigeria,Cross River,Akamkpa,NT
3351763430,,,PRESERVED_SPECIMEN,,,,,6.89,2.9,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,AFRICA,EUROPE,NGA,Nigeria,Ogun,Yewa South,NT
3351760592,,,PRESERVED_SPECIMEN,,,,,5.22,8.26,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,AFRICA,EUROPE,NGA,Nigeria,Cross River,Akamkpa,NT
3351697682,,,PRESERVED_SPECIMEN,,,,,6.23,5.38,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,AFRICA,EUROPE,NGA,Nigeria,Edo,Ovia North-East,NT
3351675665,,,PRESERVED_SPECIMEN,,,,,6.31,5.36,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,AFRICA,EUROPE,NGA,Nigeria,Edo,Ovia South-West,NT
3350254306,,,PRESERVED_SPECIMEN,,,,,7.43,4.12,Animalia,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus pamfi,AFRICA,EUROPE,NGA,Nigeria,Oyo,Egbeda,DD
3350241373,,,PRESERVED_SPECIMEN,,,,,7.43,4.12,Animalia,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus pamfi,AFRICA,EUROPE,NGA,Nigeria,Oyo,Egbeda,DD
3350229979,,,PRESERVED_SPECIMEN,,,,,7.77,4.57,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,Praomys misonnei,AFRICA,EUROPE,NGA,Nigeria,Osun,Olorunda,LC
3350170400,,,PRESERVED_SPECIMEN,,,,,7.43,4.12,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,Praomys misonnei,AFRICA,EUROPE,NGA,Nigeria,Oyo,Egbeda,LC
3350141913,,,PRESERVED_SPECIMEN,,,,,7.43,4.12,Animalia,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus pamfi,AFRICA,EUROPE,NGA,Nigeria,Oyo,Egbeda,DD
3350135040,,,PRESERVED_SPECIMEN,,,,,7.43,4.12,Animalia,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus pamfi,AFRICA,EUROPE,NGA,Nigeria,Oyo,Egbeda,DD
3350093939,,,PRESERVED_SPECIMEN,,,,,7.43,4.12,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,Praomys misonnei,AFRICA,EUROPE,NGA,Nigeria,Oyo,Egbeda,LC
3350093932,,,PRESERVED_SPECIMEN,,,,,7.77,4.57,Animalia,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus pamfi,AFRICA,EUROPE,NGA,Nigeria,Osun,Olorunda,DD
3350092761,,,PRESERVED_SPECIMEN,,,,,7.77,4.57,Animalia,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus pamfi,AFRICA,EUROPE,NGA,Nigeria,Osun,Olorunda,DD
3349494970,,,PRESERVED_SPECIMEN,2/13/19,2019,2,13,9.08,8.68,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,AFRICA,EUROPE,NGA,Nigeria,Nasarawa,Wamba,NE
3349461006,,,PRESERVED_SPECIMEN,2/13/19,2019,2,13,9.08,8.68,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,AFRICA,EUROPE,NGA,Nigeria,Nasarawa,Wamba,NE
3349451615,,,PRESERVED_SPECIMEN,2/13/19,2019,2,13,9.08,8.68,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,AFRICA,EUROPE,NGA,Nigeria,Nasarawa,Wamba,NE
3349417864,,,PRESERVED_SPECIMEN,2/7/19,2019,2,7,9.08,8.68,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,AFRICA,EUROPE,NGA,Nigeria,Nasarawa,Wamba,NE
3349405677,,,PRESERVED_SPECIMEN,2/13/19,2019,2,13,9.08,8.68,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,AFRICA,EUROPE,NGA,Nigeria,Nasarawa,Wamba,NE
3349355780,,,PRESERVED_SPECIMEN,2/7/19,2019,2,7,9.08,8.68,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,AFRICA,EUROPE,NGA,Nigeria,Nasarawa,Wamba,NE
3349305868,,,PRESERVED_SPECIMEN,2/13/19,2019,2,13,9.08,8.68,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,AFRICA,EUROPE,NGA,Nigeria,Nasarawa,Wamba,NE
3347136339,,,PRESERVED_SPECIMEN,,,,,7.77,4.57,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,Praomys misonnei,AFRICA,EUROPE,NGA,Nigeria,Osun,Olorunda,LC
3347124852,,,PRESERVED_SPECIMEN,,,,,7.77,4.57,Animalia,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus pamfi,AFRICA,EUROPE,NGA,Nigeria,Osun,Olorunda,DD
3347122459,,,PRESERVED_SPECIMEN,,,,,7.77,4.57,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,Praomys misonnei,AFRICA,EUROPE,NGA,Nigeria,Osun,Olorunda,LC
3347090921,,,PRESERVED_SPECIMEN,,,,,7.77,4.57,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,Praomys misonnei,AFRICA,EUROPE,NGA,Nigeria,Osun,Olorunda,LC
3347052642,,,PRESERVED_SPECIMEN,,,,,7.77,4.57,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,Praomys misonnei,AFRICA,EUROPE,NGA,Nigeria,Osun,Olorunda,LC
3347027536,,,PRESERVED_SPECIMEN,,,,,7.77,4.57,Animalia,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus pamfi,AFRICA,EUROPE,NGA,Nigeria,Osun,Olorunda,DD
3347023803,,,PRESERVED_SPECIMEN,,,,,7.77,4.57,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,Praomys misonnei,AFRICA,EUROPE,NGA,Nigeria,Osun,Olorunda,LC
3347017799,,,PRESERVED_SPECIMEN,,,,,7.43,4.12,Animalia,Chordata,Mammalia,Rodentia,Muridae,Hylomyscus,Hylomyscus pamfi,AFRICA,EUROPE,NGA,Nigeria,Oyo,Egbeda,DD
3343794973,iNaturalist,Observations,HUMAN_OBSERVATION,2021-08-17T10:38:35,2021,8,17,6.22781,8.880934,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus erythrotis,AFRICA,NORTH_AMERICA,NGA,Nigeria,Cross River,Boki,VU
3338075842,iNaturalist,Observations,HUMAN_OBSERVATION,2019-10-23T02:46,2019,10,23,6.735125,4.699264,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Civettictis,Civettictis civetta,AFRICA,NORTH_AMERICA,NGA,Nigeria,Ondo,Odigbo,LC
3337993578,iNaturalist,Observations,HUMAN_OBSERVATION,2019-10-23T02:34,2019,10,23,6.731656,4.691226,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,Cricetomys gambianus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Ondo,Odigbo,LC
3337987730,iNaturalist,Observations,HUMAN_OBSERVATION,2019-10-22T19:00,2019,10,22,6.73515,4.697934,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Atherurus,Atherurus africanus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Ondo,Odigbo,LC
3337929640,iNaturalist,Observations,HUMAN_OBSERVATION,2019-10-24T13:07,2019,10,24,6.727723,4.64783,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Philantomba,Philantomba monticola,AFRICA,NORTH_AMERICA,NGA,Nigeria,Ondo,Okitipupa,LC
3333357520,iNaturalist,Observations,HUMAN_OBSERVATION,2021-07-05T09:03:28Z,2021,7,5,6.618691,3.611649,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Lagos,Ikorodu,NE
3333148503,iNaturalist,Observations,HUMAN_OBSERVATION,2021-07-05T10:44:41Z,2021,7,5,6.631265,3.561488,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Lagos,Ikorodu,NE
3333132520,iNaturalist,Observations,HUMAN_OBSERVATION,2021-07-05T10:51:52Z,2021,7,5,6.631552,3.561825,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,AFRICA,NORTH_AMERICA,NGA,Nigeria,Lagos,Ikorodu,NE
3333128420,iNaturalist,Observations,HUMAN_OBSERVATION,2021-05-21T18:30Z,2021,5,21,6.629414,3.559746,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Lagos,Ikorodu,NE
3321281489,iNaturalist,Observations,HUMAN_OBSERVATION,2021-03-11T12:07:12,2021,3,11,9.894444,8.969217,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix cristata,AFRICA,NORTH_AMERICA,NGA,Nigeria,Plateau,Jos East,LC
3320883817,iNaturalist,Observations,HUMAN_OBSERVATION,2021-06-22T11:39:43,2021,6,22,9.85196,8.802598,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Eidolon,Eidolon helvum,AFRICA,NORTH_AMERICA,NGA,Nigeria,Plateau,Jos North,NT
3320850649,iNaturalist,Observations,HUMAN_OBSERVATION,2021-06-19T07:31:48,2021,6,19,9.884383,8.975206,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,Cricetomys gambianus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Plateau,Jos East,LC
3309902326,,,HUMAN_OBSERVATION,3/1/19,2019,3,1,8.35,2.7,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,Manis tricuspis,AFRICA,AFRICA,NGA,Nigeria,Oyo,Atisbo,EN
3302462144,iNaturalist,Observations,HUMAN_OBSERVATION,2021-06-01T10:32:28,2021,6,1,6.582207,3.990059,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Potamochoerus,Potamochoerus porcus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Lagos,Epe,LC
3302091319,iNaturalist,Observations,HUMAN_OBSERVATION,2021-06-01T11:01,2021,6,1,6.56193,3.910214,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,Manis tricuspis,AFRICA,NORTH_AMERICA,NGA,Nigeria,Lagos,Epe,EN
3301938515,iNaturalist,Observations,HUMAN_OBSERVATION,2021-06-01T08:09:24,2021,6,1,6.582207,3.990059,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Atherurus,Atherurus africanus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Lagos,Epe,LC
3124775389,iNaturalist,Observations,HUMAN_OBSERVATION,2020-11-25T20:11:57,2020,11,25,13.137141,10.04818,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Yobe,Machina,NE
3124517130,iNaturalist,Observations,HUMAN_OBSERVATION,2021-05-20T10:32:45,2021,5,20,6.623708,3.504984,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Crossarchus,Crossarchus platycephalus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Lagos,Ikorodu,LC
3090798701,iNaturalist,Observations,HUMAN_OBSERVATION,2021-04-09T16:00:02,2021,4,9,7.495442,5.248378,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerus,Xerus erythropus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Ekiti,Ikere,NE
3079843474,iNaturalist,Observations,HUMAN_OBSERVATION,2021-04-01T20:00,2021,4,1,9.101262,7.400642,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus tantalus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Federal Capital Territory,Abuja,LC
3068049470,iNaturalist,Observations,HUMAN_OBSERVATION,2016-07-26T18:11Z,2016,7,26,7.497834,3.905468,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerus,Xerus erythropus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Oyo,Akinyele,NE
3058947350,iNaturalist,Observations,HUMAN_OBSERVATION,3/6/21,2021,3,6,4.905507,7.853667,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Civettictis,Civettictis civetta,AFRICA,NORTH_AMERICA,NGA,Nigeria,Akwa Ibom,Nsit Ibom,LC
3044814185,iNaturalist,Observations,HUMAN_OBSERVATION,2021-02-20T19:13:35,2021,2,20,6.574532,3.3868,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Eidolon,Eidolon helvum,AFRICA,NORTH_AMERICA,NGA,Nigeria,Lagos,Kosofe,NT
3031147301,NHMUK,PAL,FOSSIL_SPECIMEN,,,,,7.45,5.13,Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,AFRICA,EUROPE,NGA,Nigeria,Ekiti,Ikere,NE
3025998647,RBINS-Scientific Heritage,urn:catalog:RBINS:mam,PRESERVED_SPECIMEN,1994-09,1994,9,,5.06667,6.66667,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes ichneumon,AFRICA,EUROPE,NGA,Nigeria,Rivers,Ahoada East,LC
3025810400,RBINS-Scientific Heritage,urn:catalog:RBINS:mam,PRESERVED_SPECIMEN,1994-09,1994,9,,5.06667,6.66667,Animalia,Chordata,Mammalia,Carnivora,Nandiniidae,Nandinia,Nandinia binotata,AFRICA,EUROPE,NGA,Nigeria,Rivers,Ahoada East,LC
3025531036,RBINS-Scientific Heritage,urn:catalog:RBINS:mam,PRESERVED_SPECIMEN,1994-09,1994,9,,5.06667,6.66667,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Atilax,Atilax paludinosus,AFRICA,EUROPE,NGA,Nigeria,Rivers,Ahoada East,LC
3024408899,RBINS,VER-MAM,PRESERVED_SPECIMEN,1994-09,1994,9,,5.06667,6.66667,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes ichneumon,AFRICA,EUROPE,NGA,Nigeria,Rivers,Ahoada East,LC
3024402557,RBINS,VER-MAM,PRESERVED_SPECIMEN,1994-09,1994,9,,5.06667,6.66667,Animalia,Chordata,Mammalia,Carnivora,Nandiniidae,Nandinia,Nandinia binotata,AFRICA,EUROPE,NGA,Nigeria,Rivers,Ahoada East,LC
3024366688,RBINS,VER-MAM,PRESERVED_SPECIMEN,1994-09,1994,9,,5.06667,6.66667,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Atilax,Atilax paludinosus,AFRICA,EUROPE,NGA,Nigeria,Rivers,Ahoada East,LC
3014015017,iNaturalist,Observations,HUMAN_OBSERVATION,2020-12-28T10:02:14,2020,12,28,9.818054,9.11398,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus tantalus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Plateau,Jos East,LC
2988709662,iNaturalist,Observations,HUMAN_OBSERVATION,2012-10-20T05:48,2012,10,20,6.469842,3.585172,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,AFRICA,NORTH_AMERICA,NGA,Nigeria,Lagos,Eti-Osa,NT
2988598551,iNaturalist,Observations,HUMAN_OBSERVATION,2020-07-02T17:56:26,2020,7,2,8.849968,2.766005,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,Atelerix albiventris,AFRICA,NORTH_AMERICA,NGA,Nigeria,Kwara,Baruten,LC
2984411602,iNaturalist,Observations,HUMAN_OBSERVATION,2020-11-07T19:34:18,2020,11,7,6.450498,3.61763,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Eidolon,Eidolon helvum,AFRICA,NORTH_AMERICA,NGA,Nigeria,Lagos,Eti-Osa,NT
2883238956,iNaturalist,Observations,HUMAN_OBSERVATION,2015-10-27T11:53,2015,10,27,5.300427,7.858268,Animalia,Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,Trichechus senegalensis,AFRICA,NORTH_AMERICA,NGA,Nigeria,Akwa Ibom,Ibiono Ibom,VU
2859981346,iNaturalist,Observations,HUMAN_OBSERVATION,2019-11-15T14:05:03,2019,11,15,9.884286,8.97478,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus rattus,AFRICA,NORTH_AMERICA,NGA,Nigeria,Plateau,Jos East,LC
2850816369,iNaturalist,Observations,HUMAN_OBSERVATION,2020-06-23T06:58,2020,6,23,12.216109,9.024753,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,Atelerix albiventris,AFRICA,NORTH_AMERICA,NGA,Nigeria,Jigawa,Ringim,LC
2843894151,,Observations,HUMAN_OBSERVATION,2/18/18,2018,2,18,5.029124,6.299404,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,AFRICA,EUROPE,NGA,Nigeria,Bayelsa,Yenagoa,NE
2839893466,,Observations,HUMAN_OBSERVATION,12/2/11,2011,12,2,9.050195,7.451087,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Eidolon,Eidolon helvum,AFRICA,EUROPE,NGA,Nigeria,Federal Capital Territory,Abuja,NT
2836334331,,Observations,HUMAN_OBSERVATION,2/10/11,2011,2,10,6.434411,3.537339,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,AFRICA,EUROPE,NGA,Nigeria,Lagos,Eti-Osa,NT
2836215309,,Observations,HUMAN_OBSERVATION,10/30/12,2012,10,30,5.061479,7.322266,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,AFRICA,EUROPE,NGA,Nigeria,Abia,Aba South,NE
2836187311,,Observations,HUMAN_OBSERVATION,5/22/11,2011,5,22,6.437858,3.537108,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,AFRICA,EUROPE,NGA,Nigeria,Lagos,Eti-Osa,NT
2835956518,,Observations,HUMAN_OBSERVATION,2/1/05,2005,2,1,5.409578,6.617439,Animalia,Chordata,Mammalia,Primates,Lorisidae,Perodicticus,Perodicticus edwardsi,AFRICA,EUROPE,NGA,Nigeria,Rivers,Ogba/Egbema/Ndoni,LC
2833098163,,Observations,HUMAN_OBSERVATION,4/10/18,2018,4,10,5.027809,6.302998,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerus,Xerus erythropus,AFRICA,EUROPE,NGA,Nigeria,Bayelsa,Yenagoa,LC
2832680177,,Observations,HUMAN_OBSERVATION,1/31/16,2016,1,31,5.029137,6.303034,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,AFRICA,EUROPE,NGA,Nigeria,Bayelsa,Yenagoa,NE
